ID	x
1	-0.691447161
2	1.471588463
3	1.106422096
4	1.073427505
5	-0.213818242
6	0.709990719
7	-0.531362162
8	-0.597258671
9	0.822083316
10	0.709765357
11	1.134504603
12	2.023037384
13	0.367190263
14	-1.369542274
15	-2.282480654
16	0.663857192
17	-0.149718768
18	0.545520417
19	0.884883701
20	0.280130874
21	0.951938615
22	2.672802854
23	3.385591764
24	3.325241522
25	1.916891954
26	1.449634256
27	0.400730549
28	-1.461684969
29	1.036891366
30	0.544246732
31	1.400634199
32	-1.680040962
33	-1.900286033
34	-0.013002476
35	0.847950482
36	1.884704644
37	-0.470746456
38	0.332030026
39	0.749202666
40	-0.9321975
41	-1.006484824
42	1.444450253
43	0.775815397
44	0.739570539
45	-0.30119127
46	0.12735806
47	0.754850303
48	1.20122048
49	2.745675261
50	-0.974106348
51	-0.337461193
52	-1.511262078
53	-0.202327964
54	1.488798861
55	0.157519836
56	-1.753617388
57	0.011330739
58	1.599153842
59	1.316431591
60	-0.637455885
61	-0.264112367
62	-0.916705557
63	-1.507705597
64	1.576659164
65	2.191034965
66	2.038118333
67	1.845317454
68	0.111118237
69	0.531807399
70	1.287162107
71	1.288964128
72	1.687625615
73	0.539443695
74	2.746832764
75	2.344637055
76	3.039417712
77	2.191751325
78	0.787922282
79	0.930484858
80	1.290112494
81	-0.318845232
82	-1.014505127
83	1.379694378
84	0.298027817
85	-0.83161904
86	0.27152258
87	-0.369282227
88	1.973078703
89	0.386741788
90	-0.501175799
91	-0.026662492
92	-1.169554576
93	-0.16235876
94	-1.405934636
95	-0.561883005
96	-0.816989501
97	-0.720100835
98	1.196059225
99	0.149996321
100	0.396121698
101	-1.032111398
102	-1.840114391
103	0.341185079
104	1.489824259
105	0.664158368
106	-0.173010622
107	-0.138658904
108	0.559531173
109	2.459767984
110	1.160866685
111	2.125296945
112	2.38410049
113	1.51420182
114	2.28805603
115	0.722788322
116	-0.797426862
117	-2.24408172
118	0.035284427
119	-2.105907668
120	-2.248985352
121	0.517699315
122	1.142504491
123	1.096128136
124	-0.636594997
125	2.337490773
126	0.120831676
127	-0.950706685
128	0.19356831
129	0.225961449
130	-0.309596143
131	-1.295062216
132	-1.941246398
133	-1.565321968
134	-2.283475064
135	-1.125881839
136	-0.022771352
137	-1.558677643
138	0.070314108
139	0.931170239
140	0.604276116
141	-1.317190264
142	-0.110197209
143	0.140183549
144	-0.73640622
145	-0.476827345
146	-0.489360296
147	1.45466652
148	0.383034464
149	0.259289293
150	-0.52092508
151	-0.748101055
152	-0.07089929
153	-0.277423665
154	-0.6204454
155	-1.302025564
156	-0.931661921
157	0.167186384
158	-1.156225151
159	1.186201493
160	0.569420859
161	0.484630913
162	1.589508234
163	0.830827605
164	1.239994933
165	-1.082674385
166	-0.060387037
167	2.453356571
168	1.628043273
169	1.029198807
170	-1.301112949
171	-1.562295899
172	-0.83019264
173	-0.820483797
174	0.720139899
175	1.175534685
176	0.664184861
177	1.785839782
178	1.267040974
179	0.462616431
180	-0.270904596
181	0.40806981
182	-0.301151098
183	0.63622024
184	0.619059522
185	1.619753668
186	1.608310604
187	1.65501574
188	0.383939902
189	-0.254804837
190	-0.114097377
191	-1.493194395
192	-1.375856845
193	-0.444406657
194	0.836158905
195	1.24942827
196	0.729925951
197	-1.376750119
198	-0.043128066
199	0.075540192
200	-0.038963599
201	0.972468878
202	-0.373016322
203	-0.468087849
204	1.832203346
205	0.304548695
206	0.467887172
207	0.894236964
208	-1.275083925
209	-2.772168011
210	-1.317138407
211	0.209252539
212	-2.18541791
213	-1.242899243
214	-0.890231414
215	1.346216334
216	1.345376209
217	0.463386968
218	0.24387599
219	1.656054859
220	0.905319246
221	0.531097156
222	-0.513712493
223	-0.090296578
224	0.220176281
225	1.00086885
226	0.032546056
227	0.774647585
228	-0.254412565
229	0.500465541
230	0.498562897
231	-0.450794368
232	-0.792798769
233	-0.65779331
234	-1.392781691
235	-0.8027595
236	0.36972399
237	2.932265537
238	1.382198012
239	1.23466664
240	1.370194531
241	-0.123576862
242	0.939331416
243	0.925718213
244	-0.971391201
245	-0.751000417
246	0.266268955
247	-0.281886551
248	-0.600518952
249	-1.092753492
250	-1.704915879
251	-0.141567941
252	1.196817782
253	0.455257835
254	-0.287399989
255	1.33919119
256	0.507006685
257	0.295212517
258	0.630646155
259	-0.864804097
260	-1.095975787
261	-1.182637788
262	-1.293281925
263	-0.069790584
264	-2.147975663
265	-0.813078149
266	0.740588116
267	0.385087707
268	-0.119195391
269	-1.015793803
270	-0.034483143
271	-1.531105651
272	-0.601271828
273	-1.171501133
274	1.007578428
275	1.150386737
276	0.932563054
277	0.56867459
278	-0.39092953
279	0.776620259
280	1.144180059
281	0.143804406
282	-0.642022561
283	-0.511395346
284	0.144167139
285	-0.905761345
286	-0.269143763
287	-2.284882411
288	-1.765407731
289	-1.648143181
290	-0.359762172
291	0.342401083
292	0.180994301
293	-0.350029046
294	1.024475012
295	0.394769017
296	0.235594296
297	1.31260278
298	1.000259742
299	0.171056897
300	1.756386365
301	-0.03986502
302	-0.107739839
303	1.2664238
304	2.363998031
305	3.344595093
306	1.356565067
307	0.103186429
308	-1.354763221
309	1.590478243
310	0.024385193
311	0.392508293
312	0.801390919
313	1.420369597
314	1.185127842
315	-1.593382519
316	0.136500908
317	0.543685875
318	0.662124538
319	-0.396265882
320	0.788423007
321	1.818195102
322	1.393828062
323	1.046150477
324	1.383199488
325	1.096210889
326	0.915150366
327	-1.061623867
328	1.018991399
329	1.009376765
330	0.965561234
331	2.55949055
332	0.97209471
333	1.43841824
334	1.251997413
335	0.530450998
336	0.123162121
337	-1.121444651
338	-0.015403916
339	-2.5895574
340	-0.51587867
341	0.035000968
342	-0.069207421
343	-1.500963206
344	-1.833661052
345	0.140906841
346	-0.28986738
347	0.205660075
348	0.131087694
349	0.538592108
350	-0.649858674
351	-0.700752773
352	-2.163210151
353	-0.793004864
354	-0.586125013
355	-0.275202294
356	0.512829096
357	0.566669533
358	1.951691936
359	1.648460501
360	0.546712263
361	0.127329739
362	1.765096701
363	1.353906231
364	1.258653194
365	1.295347293
366	-0.131228579
367	1.097710559
368	-1.415688916
369	0.06132621
370	2.290435099
371	0.667945258
372	0.23139212
373	0.484392236
374	-0.293236876
375	0.359983503
376	0.029434654
377	0.918960883
378	2.701516579
379	0.155635399
380	-0.340704867
381	0.627898961
382	0.812121644
383	0.525621045
384	-0.104392197
385	0.210134987
386	0.367771618
387	0.824624687
388	0.719402174
389	0.326571686
390	-1.211464684
391	0.022232771
392	0.013260337
393	0.291007891
394	-0.856275141
395	-1.045359499
396	0.30551449
397	0.067938599
398	-0.400750617
399	-1.405210598
400	-1.723292179
401	-1.832875292
402	-1.077351008
403	0.666011531
404	0.399751982
405	-0.682581693
406	-0.361210584
407	0.147411188
408	-0.856923023
409	-1.559876479
410	0.306292149
411	0.667388177
412	0.626862469
413	-0.249223596
414	0.082530926
415	1.26934292
416	0.204658891
417	1.434237797
418	-0.046148257
419	1.209244703
420	1.213681014
421	-0.215699577
422	-0.155498145
423	0.092928938
424	-1.178606857
425	-0.201970544
426	0.389682505
427	2.433967337
428	2.109195977
429	1.853530572
430	2.862208055
431	1.825353927
432	1.545198458
433	0.875190331
434	1.447806164
435	1.938581467
436	1.470161392
437	-0.174387255
438	-2.284402139
439	-0.703655748
440	-1.381242704
441	0.022456752
442	1.039496915
443	-0.050884268
444	-0.459450816
445	0.775592057
446	1.591340844
447	2.291853119
448	0.989328127
449	-0.441366456
450	0.131855418
451	-1.220260937
452	-0.882653324
453	-0.284411825
454	-1.024018781
455	-0.633907216
456	-1.17220428
457	-1.591830875
458	-1.709867828
459	-2.933167574
460	-1.60723091
461	0.496022195
462	0.218642314
463	-2.127300681
464	-0.518620274
465	0.571531916
466	-0.211813185
467	-0.706933997
468	-0.865664813
469	-0.437764786
470	-0.316030306
471	-0.18205055
472	-0.218415613
473	-0.241093427
474	0.333195542
475	-1.239738063
476	-0.408938245
477	0.547866967
478	0.41231303
479	0.365836528
480	0.411353582
481	-0.957106926
482	0.376105056
483	-0.05404335
484	-2.043017098
485	-1.249199042
486	-0.400429688
487	-0.937039766
488	-1.315230623
489	-0.769074172
490	-0.696138742
491	-1.76839323
492	-3.351135262
493	-1.190851795
494	-1.533398208
495	2.564034201
